NOM_DISPOSITIF,ADRESSE,CODE_POSTAL,VILLE,COM_CODE,COM_NOM,EPCI_CORRE,ADRESSE_COMPLETE,TYPE_STRUCTURE,HORAIRES,INFOS,N_TEL,MAIL,WEBSITE,SERVICES,ACCES,latitude,longitude,BAN_adress,BAN_adress_full,BAN_city,BAN_postcode
Résidence autonomie les Hortensias,15  avenue de Bourgogne,25000,Besançon,25056,Besançon,CA du Grand Besancon,15  avenue de Bourgogne 25000 Besançon,collectivite,,,,,,,,47.221857,5.973518,15 Avenue de Bourgogne,15 Avenue de Bourgogne 25000 Besançon,Besançon,25000
Résidence autonomie Le Marulaz,20  rue de Vignier,25000,Besançon,25056,Besançon,CA du Grand Besancon,20  rue de Vignier 25000 Besançon,collectivite,,,,,,,,47.240068,6.017311,20 Rue de Vignier,20 Rue de Vignier 25000 Besançon,Besançon,25000
Résidence autonomie les Cèdres,2  Rue Kepler,25000,Besançon,25056,Besançon,CA du Grand Besancon,2  Rue Kepler 25000 Besançon,collectivite,,,,,,,,47.248464,5.995922,2 Rue Kepler,2 Rue Kepler 25000 Besançon,Besançon,25000
Résidence autonomie les Lilas,7  Rue des Lilas,25000,Besançon,25056,Besançon,CA du Grand Besancon,7  Rue des Lilas 25000 Besançon,collectivite,,,,,,,,47.259856,6.043619,7 Rue des Lilas,7 Rue des Lilas 25000 Besançon,Besançon,25000
CHRS AGORA espace résidentiel,2  rue Pierre Mesnage,25000,Besançon,25056,Besançon,CA du Grand Besancon,2  rue Pierre Mesnage 25000 Besançon,collectivite,,,,,,,,47.249023,5.996778,2 Rue Pierre Mesnage,2 Rue Pierre Mesnage 25000 Besançon,Besançon,25000
CHRS Les Géraniums,Rue Champrond,25000,Besançon,25056,Besançon,CA du Grand Besancon,Rue Champrond 25000 Besançon,collectivite,,,,,,,,47.241879,6.021413,Rue Champrond,Rue Champrond 25000 Besançon,Besançon,25000
Bibliothèque municipal Louis Pergaud de Maîche,Chemin de la Canissière,25120,Maîche,25356,Maîche,CC du Pays de Maîche,Chemin de la Canissière  25120 MAÎCHE,biblioth_que,,Horaires : Mardi 13h30 – 18h30  Mercredi : 9h00 – 12h00 et 13h30 – 18h30  Vendredi : 13h30 – 18h30  Samedi : 9h00 – 12h00 – Pour l’instant  non accessible aux personnes handicapées  1 ordinateur en libre accès (pas d'assistance),03 81 64 18 61,bibliotheque@mairie-maiche.fr,https://maiche.bibenligne.fr,,,47.250961,6.795949,Chemin de la Canissiere,Chemin de la Canissiere 25120 Maîche,Maîche,25120
Association Multimédia 777,Salle Bernard Clavel Château du Désert  7 chemin de la Canissière,25120,Maîche,25356,Maîche,CC du Pays de Maîche,Salle Bernard Clavel Château du Désert  7 chemin de la Canissière 25120 MAÎCHE,association,,Objet : cours d’informatique délivrés en salle Pergaud située au 1er étage du Château du Désert (pour l’instant non accessible aux personnes handicapées). - Coût : adhésion annuelle de 70 €uros pour accès à cours informatiques illimités en fonction des formations prévues. Les formations se créent selon la demande et le niveau des adhérents,06 20 36 66 91,contact@multimedia777.fr,http://multimedia777.fr/,,,47.250961,6.795949,Chemin de la Canissiere,Chemin de la Canissiere 25120 Maîche,Maîche,25120
Espace France Service du Pays de Maiche,24 rue Montalembert,25120,Maîche,25356,Maîche,CC du Pays de Maîche,24 rue Montalembert 25120 MAICHE,collectivite,1,Accès internet en libre service  imprimante  scanner  photocopie  Accès aux sites des opérateurs partenaires (CAF  CPAM  MSA  DDFIP  Pôle Emploi…)   2 personnes à disposition du public pour un accompagnement à la réalisation des démarches administratives et quotidiennes,03 81 64 17 06,franceservices@ccpm-maiche.com,,accomp_demarches-ateliers_formations-,adapt_handicap-acces_libre-itinerance-acces_payant-,47.2522,6.803809,24 Rue Montalembert,24 Rue Montalembert 25120 Maîche,Maîche,25120
BIBLIOTHEQUE MUNICIPALE LOUIS PERGAUD,Chemin de la Canissière,25120,Maîche,25356,Maîche,CC du Pays de Maîche,Chemin de la Canissière 25120 MAICHE,biblioth_que,1,Horaires : 13h30 - 18h30  1 ordinateur en libre accès,03 81 64 18 61,bibliotheque@mairie-maiche.fr,https://maiche.bibenligne.fr,accomp_demarches-ateliers_formations-,adapt_handicap-acces_libre-itinerance-acces_payant-,47.250961,6.795949,Chemin de la Canissiere,Chemin de la Canissiere 25120 Maîche,Maîche,25120
Médiathèque intercommunale Frasne-drugeon,3 rue de la gare,25560,Frasne,25259,Frasne,CC du Plateau de Frasne et du Val de Drugeon (CFD),3 rue de la gare  25560 Frasne,biblioth_que,1,1,03 81 38 32 93,mediatheque@frasnedrugeon-cfd.fr,www.frasnedrugeon-cfd.fr,accomp_demarches-ateliers_formations-,adapt_handicap-acces_libre-acces_payant-,46.856953,6.161394,3 Rue de la Gare,3 Rue de la Gare 25560 Frasne,Frasne,25560
CCAS Frasne,2 rue de la gare,25560,Frasne,25259,Frasne,CC du Plateau de Frasne et du Val de Drugeon (CFD),2 rue de la gare 25560 Frasne,ccas,,,03 81 49 83 17,mairie@frasne.fr,http://www.frasne.fr/actions_sociales.aspx,ateliers_formations-,acces_payant-,46.85724,6.159942,2 Rue de la Gare,2 Rue de la Gare 25560 Frasne,Frasne,25560
l'arÊTE,109 rue de Belfort,25000,Besançon,25056,Besançon,CA du Grand Besancon,109 rue de Belfort  Besançon,association,,,,,http://lartdetretousensemble.org/,,,47.251723,6.035279,109 Rue de Belfort,109 Rue de Belfort 25000 Besançon,Besançon,25000
ASSOCIATION COMPLI'CITE,6 Grande Rue,25440,COURCELLES LES QUINGEY,25171,Courcelles,CC Loue-Lison,6 Grande Rue 25440 COURCELLES LES QUINGEY,association,,,06 33 33 84 47,contact@association-complicite.com,https://association-complicite.com/,,,47.094863,5.954917,Route de Quingey,Route de Quingey 25440 Courcelles,Courcelles,25440
ASSOCIATION GESTION ACTIONS SOCIO-CULTURELLES DE BAVANS,41 Grande rue,25050,Bavans,25048,Bavans,CA Pays de Montbéliard Agglomération,41 Grande rue  Bavans,association,,,,,,,,47.480477,6.736854,41 Grande Rue,41 Grande Rue 25550 Bavans,Bavans,25550
ASSOCIATION SAINT-VIT INFORMATIQUE,103 rue des Granges,25000,BESANCON,25056,Besançon,CA du Grand Besancon,103 rue des Granges 25000 BESANCON,association,,,,,,,,47.23657,6.028724,103 Rue des Granges,103 Rue des Granges 25000 Besançon,Besançon,25000
LES FRANCAS DU DOUBS,21 rue de l’étuve,25200,Montbéliard,25388,Montbéliard,CA Pays de Montbéliard Agglomération,21 rue de l’étuve  Montbéliard,association,,,,,https://www.francas-doubs.fr/,,,47.511722,6.799014,21 Rue de l'Etuve,21 Rue de l'Etuve 25200 Montbéliard,Montbéliard,25200
ASSOCIATION FRIP'VIE,Chem. de la Pierre Martin,25200,Grand-Charmont,25284,Grand-Charmont,CA Pays de Montbéliard Agglomération,Chem. de la Pierre Martin  Grand-Charmont,association,,,03 81 32 31 14,,https://fripvie.fr/,,,48.182377,3.084461,Sur le Chem de la Chardonn,Sur le Chem de la Chardonn 89150 Saint-Valérien,Saint-Valérien,89150
ENVIE 2E,Rte de Beaulieu,25700,Valentigney,25580,Valentigney,CA Pays de Montbéliard Agglomération,Rte de Beaulieu  Valentigney,association,,,03 81 96 16 59,,https://www.envie2e-recyclage.fr/,,,47.45015,6.838887,Route de Beaulieu,Route de Beaulieu 25700 Valentigney,Valentigney,25700
UNION DEPARTEMENTALE DES ASSOCIATIONS FAMILIALES,12 rue de la famille,25000,Besançon,25056,Besançon,CA Pays de Montbéliard Agglomération,12 rue de la famille  Besançon,association,,,03 81 80 21 74,udafdoubs@udaf25.fr,https://www.udaf25.fr/,,,47.257042,6.033021,12 Rue de la Famille,12 Rue de la Famille 25000 Besançon,Besançon,25000
INFOTUTO LES TUTEURS INFORMATIQUES,34 grande rue,25520,Goux-les-Usiers,25282,Goux-les-Usiers,CC Altitude 800,34 grande rue  Goux-les-Usiers,association,,,,,https://www.infotuto.org/,,,46.973234,6.276257,34 Grande Rue,34 Grande Rue 25520 Goux-les-Usiers,Goux-les-Usiers,25520
CENTRE SOCIAL D'AUDINCOURT,Rue Aimé Césaire,25400,Audincourt,25031,Audincourt,CA du Grand Besancon,Rue Aimé Césaire  Audincourt,collectivite,,,03 81 35 03 64,centre.social.audincourt@gmail.com,https://www.centresocialescapade.fr/,,,47.484579,6.840106,Rue Aime Cesaire,Rue Aime Cesaire 25400 Audincourt,Audincourt,25400
LIGUE DE L'ENSEIGNEMENT - FEDERATION DEPARTEMENTALE DU DOUBS,14 rue Violet,25500,Besançon,25056,Besançon,CA du Grand Besancon,14 rue Violet  Besançon,association,,,,,https://www.laliguebfc.org/,,,47.258609,6.020591,14 Rue Violet,14 Rue Violet 25000 Besançon,Besançon,25000
HARMONIE MUTUELLE,22 place de la révolution,25000,Besançon,25056,Besançon,CA du Grand Besancon,22 place de la révolution 25000 BESANCON,entreprise,,,,,https://agences.harmonie-mutuelle.fr/agence-assurance/besancon/besancon-22-place-revolution,,,47.239595,6.023079,22 Place de la Révolution,22 Place de la Révolution 25000 Besançon,Besançon,25000
IDEIS – Institut de l'entreprise et de l'innovation sociale ( Mission Locale et MDE),2 avenue des alliés,25200,MONTBELIARD,25388,Montbéliard,CA Pays de Montbéliard Agglomération,2 avenue des alliés 25200 MONTBELIARD,collectivite,,,,,https://www.ideis-asso.fr/,,,47.510877,6.800633,2 Avenue des Alliés,2 Avenue des Alliés 25200 Montbéliard,Montbéliard,25200
CROIX ROUGE,19 rue Rivotte,25000,Besançon,25056,Besançon,CA du Grand Besancon,19 rue Rivotte 25000 BESANCON,association,,,03 81 81 21 63,,https://www.croix-rouge.fr/Annuaire/UNITE-LOCALE-DE-BESANCON10,,,47.234911,6.032706,Rue Rivotte,Rue Rivotte 25000 Besançon,Besançon,25000
CENTRE COMMUNAL D’ACTION SOCIALE,11 rue Maurice Ravel,25200,MONTBELIARD,25388,Montbéliard,CA Pays de Montbéliard Agglomération,11 rue Maurice Ravel 25200 MONTBELIARD,collectivite,,,,,,,,47.497154,6.799938,11 Rue Maurice Ravel,11 Rue Maurice Ravel 25200 Montbéliard,Montbéliard,25200
France services Valentigney,14bis Rue Gustave Courbet,25700,Valentigney,25580,Valentigney,CA Pays de Montbéliard Agglomération,14bis Rue Gustave Courbet 25700 Valentigney,msap_mfs,Lundi : 09:00 - 12:00 / 13:30 - 17:30  Mardi : 13:30 - 17:30  Mercredi : 09:00 - 12:00  Jeudi : 13:30 - 17:30  Vendredi: 09:00 - 12:00 / 13:30 - 17:30,"Immatriculationde véhicules, RSA, impôt, permis de conduire, accès aux services en ligne... Vous avez besoin daide pour vos démarches administratives ? Quel que soit lendroit où vous vivez, en ville ou à la campagne, France services est un guichet unique qui donne accès dans un seul et même lieu aux principaux organismesde services publics : le ministère de l'Intérieur, le ministère de la Justice, les Finances publiques, Pôle emploi, l'Assuranceretraite, l'Assurance maladie, la CAF, la MSA et la Poste",03 81 36 12 81,france.services@csvalentigney.org,null,accomp_demarches-ateliers_formations,acces_libre,47.478234,6.828196,14bis Rue Gustave Courbet,14bis Rue Gustave Courbet 25700 Valentigney,Valentigney,25 700
INFORMA'TRIP,"Pôle Ressource Jeune, Place Zarautz 25 300 Pontarlier",25300,Pontarlier,25642,Pontarlier,CC du Grand Pontarlier,"Pôle Ressource Jeune, Place Zarautz 25 300 Pontarlier",association,Les mercredi de 15h à 19h,"Informa'Trip Solidarité a pour objectif de simplifier l’accès à du matériel informatique aux personnes dans le besoin. Notre démarche est de créer un réseau de récupération de matériel informatique afin de le reconditionner pour en faire profiter gratuitement des structures scolaires, des associations ou des personnes justifiant de ce besoin, en France et à l'étranger.",null,contact@informatrip.fr,http://www.informatrip.fr,null,null,46.911934,6.351813,"Pôle Ressource Jeune, Place Zarautz","Pôle Ressource Jeune, Place Zarautz 25 300 Pontarlier",Pontarlier,25300
Recyclerie Re Bon,"6 rue du stade,  25120 Maîche",25120,Maîche,25356,Maîche,CC du Pays de Maîche,"6 rue du stade,  25120 Maîche",association,null,"Un lieu pour collecter, réparer, revendre des objets de SECONDE MAIN, favoriser l'insertion professionnelle",03 63 17 64 05,contact@recyclerie-maiche.org,https://www.recyclerie-maiche.org/,null,null,47.246725,6.782824,6 rue du stade,"6 rue du stade,  25120 Maîche",Maîche,25120
CRIF FORMATION ET CONSEIL,"4, rue des Granges Besançon",25000,Besançon,25056,Besançon,CA du Grand Besancon,"4, rue des Granges Besançon",association,null,"Nous formons aux usages du numérique, à la bureautique et à la prise en main des outils digitaux permettant aux personnes de s'identifier sur un service en ligne par l'intermédiaire d'un compte existant (France connect pour accéder à son espace Ameli, Impôts, ...).",0381819380,crif@crif-formation.com,https://crif-formation.com/,ateliers_formations,acces_payant-adapt_handicap,47.239598,6.023547,"4, rue des Granges","4, rue des Granges  25000 Besançon",Besançon,25000
